Match,Round,Agent_Names,Source,Action_Type,Action_Description,Player_Finished,Player_Hands,Board_Before,Board_After,Possible_Actions,Current_Roles,Match_Score,Game_Score,Game_Performance_Score
26,11,,Random0,DISCARD,pass,0.0,[ 8.  8. 10. 10. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
26,11,,Random1,DISCARD,pass,0.0,[ 6.  8.  9.  9. 10. 10. 11. 11. 11. 12.  0.  0.  0.  0.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
26,11,,Random2,DISCARD,C1;Q1;J0,0.0,[ 4.  7. 10. 10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C1;Q1;J0', 'pass']",,,,
26,11,,PPO_Gen,DISCARD,pass,0.0,[ 4.  6. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
26,,,Random2,DECLARE_PIZZA,,,,,,,,,,
26,12,,Random2,DISCARD,C10;Q1;J0,0.0,[ 4.  7. 10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C4;Q1;J0', 'C7;Q1;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C10;Q3;J0', 'pass']",,,,
26,12,,PPO_Gen,DISCARD,pass,0.0,[ 4.  6. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C4;Q1;J0', 'C6;Q1;J0', 'pass']",,,,
26,12,,Random0,DISCARD,C8;Q2;J0,0.0,[10. 10. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 8. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C8;Q1;J0', 'C8;Q2;J0', 'pass']",,,,
26,12,,Random1,DISCARD,pass,0.0,[ 6.  8.  9.  9. 10. 10. 11. 11. 11. 12.  0.  0.  0.  0.  0.  0.  0.],[8. 8. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 8. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
26,12,,Random2,DISCARD,pass,0.0,[ 4.  7. 10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 8. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 8. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
26,,,Random0,DECLARE_PIZZA,,,,,,,,,,
26,13,,Random0,DISCARD,C10;Q3;J0,0.0,[10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10. 10. 10.  0.  0.  0.  0.  0.  0.  0.  0.],"['C10;Q1;J0', 'C10;Q2;J0', 'C10;Q3;J0', 'C10;Q4;J0', 'C11;Q1;J0', 'pass']",,,,
26,13,,Random1,DISCARD,pass,0.0,[ 6.  8.  9.  9. 10. 10. 11. 11. 11. 12.  0.  0.  0.  0.  0.  0.  0.],[10. 10. 10.  0.  0.  0.  0.  0.  0.  0.  0.],[10. 10. 10.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
26,13,,Random2,DISCARD,pass,0.0,[ 4.  7. 10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10. 10. 10.  0.  0.  0.  0.  0.  0.  0.  0.],[10. 10. 10.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
26,13,,PPO_Gen,DISCARD,pass,0.0,[ 4.  6. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10. 10. 10.  0.  0.  0.  0.  0.  0.  0.  0.],[10. 10. 10.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
26,,,Random0,DECLARE_PIZZA,,,,,,,,,,
26,14,,Random0,DISCARD,C11;Q1;J0,0.0,[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C10;Q1;J0', 'C11;Q1;J0', 'pass']",,,,
26,14,,Random1,DISCARD,C6;Q1;J0,0.0,[ 8.  9.  9. 10. 10. 11. 11. 11. 12.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C6;Q1;J0', 'C6;Q1;J1', 'C8;Q1;J0', 'C8;Q1;J1', 'C9;Q1;J0', 'C9;Q1;J1', 'C9;Q2;J0', 'C9;Q2;J1', 'C10;Q1;J0', 'C10;Q1;J1', 'C10;Q2;J0', 'C10;Q2;J1', 'pass']",,,,
26,14,,Random2,DISCARD,C4;Q1;J0,0.0,[ 7. 10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C4;Q1;J0', 'pass']",,,,
26,14,,PPO_Gen,DISCARD,pass,0.0,[ 4.  6. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
26,14,,Random0,DISCARD,pass,0.0,[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
26,14,,Random1,DISCARD,pass,0.0,[ 8.  9.  9. 10. 10. 11. 11. 11. 12.  0.  0.  0.  0.  0.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
26,,,Random2,DECLARE_PIZZA,,,,,,,,,,
26,15,,Random2,DISCARD,C10;Q2;J0,0.0,[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C7;Q1;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'pass']",,,,
26,15,,PPO_Gen,DISCARD,pass,0.0,[ 4.  6. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
26,15,,Random0,DISCARD,pass,0.0,[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
26,15,,Random1,DISCARD,C9;Q2;J1,0.0,[ 8. 10. 10. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[ 9.  9. 12.  0.  0.  0.  0.  0.  0.  0.  0.],"['C9;Q2;J0', 'C9;Q2;J1', 'pass']",,,,
26,15,,Random2,DISCARD,pass,0.0,[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[ 9.  9. 12.  0.  0.  0.  0.  0.  0.  0.  0.],[ 9.  9. 12.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
26,,,Random1,DECLARE_PIZZA,,,,,,,,,,
26,16,,Random1,DISCARD,C11;Q3;J0,0.0,[ 8. 10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],"['C8;Q1;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0', 'pass']",,,,
26,16,,Random2,DISCARD,pass,0.0,[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
26,16,,PPO_Gen,DISCARD,pass,0.0,[ 4.  6. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
26,16,,Random0,DISCARD,pass,0.0,[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
26,,,Random1,DECLARE_PIZZA,,,,,,,,,,
26,17,,Random1,DISCARD,C10;Q1;J0,0.0,[ 8. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C8;Q1;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'pass']",,,,
26,17,,Random2,DISCARD,C7;Q1;J0,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C7;Q1;J0', 'pass']",,,,
26,17,,PPO_Gen,DISCARD,C6;Q1;J0,0.0,[ 4. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C4;Q1;J0', 'C6;Q1;J0', 'pass']",,,,
26,17,,Random0,DISCARD,pass,0.0,[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
26,17,,Random1,DISCARD,pass,0.0,[ 8. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
26,17,,PPO_Gen,DISCARD,pass,0.0,[ 4. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C4;Q1;J0', 'pass']",,,,
26,,,PPO_Gen,DECLARE_PIZZA,,,,,,,,,,
26,18,,PPO_Gen,DISCARD,pass,0.0,[ 4. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C4;Q1;J0', 'C10;Q1;J0', 'pass']",,,,
26,18,,Random0,DISCARD,C10;Q1;J0,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C10;Q1;J0', 'pass']",,,,
26,18,,Random1,DISCARD,C8;Q1;J0,0.0,[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C8;Q1;J0', 'pass']",,,,
26,18,,Random1,DISCARD,pass,0.0,[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
26,,,Random1,DECLARE_PIZZA,,,,,,,,,,
26,19,,Random1,DISCARD,C10;Q1;J0,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C10;Q1;J0', 'pass']",,,,
26,19,,PPO_Gen,DISCARD,pass,0.0,[ 4. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C4;Q1;J0', 'pass']",,,,
26,,,Random1,DECLARE_PIZZA,,,,,,,,,,
26,19,,SYSTEM,END_MATCH,,,,,,,"{'Random0': 'souschef', 'Random1': 'chef', 'Random2': 'dishwasher', 'PPO_Gen': 'waiter'}","{'Random2': 3, 'Random0': 2, 'Random1': 1, 'PPO_Gen': 0}","{'Random0': 205, 'Random1': 196, 'Random2': 148, 'PPO_Gen': 51}",
26,0,,SYSTEM,DEAL_CARDS,,,"[[3, 4, 5, 6, 7, 7, 7, 8, 8, 8, 9, 9, 9, 10, 11, 11, 11], [2, 4, 6, 6, 7, 8, 9, 9, 9, 10, 10, 10, 10, 10, 11, 11, 11], [4, 4, 5, 5, 5, 6, 6, 7, 8, 8, 9, 10, 10, 10, 11, 11, 12], [1, 2, 3, 3, 5, 6, 7, 7, 8, 8, 9, 9, 10, 11, 11, 11, 12]]",,,,,,,
26,0,,SYSTEM,CARD_EXCHANGE,"['', '', [1, 2], 2, [11], [11, 12]]",,"[[2, 3, 4, 5, 6, 7, 7, 7, 8, 8, 8, 9, 9, 9, 10, 11, 11], [4, 6, 6, 7, 8, 9, 9, 9, 10, 10, 10, 10, 10, 11, 11, 11, 11], [1, 2, 4, 4, 5, 5, 5, 6, 6, 7, 8, 8, 9, 10, 10, 10, 11], [3, 3, 5, 6, 7, 7, 8, 8, 9, 9, 10, 11, 11, 11, 11, 12, 12]]",,,,,,,
27,0,,SYSTEM,NEW_MATCH,,,,,,,"{'Random0': 'souschef', 'Random1': 'waiter', 'Random2': 'chef', 'PPO_Gen': 'dishwasher'}",,"{'Random0': 52, 'Random1': 52, 'Random2': 33, 'PPO_Gen': 19}",
27,1,,Random1,DISCARD,C11;Q1;J0,0.0,[ 4.  6.  6.  7.  8.  9.  9.  9. 10. 10. 10. 10. 10. 11. 11. 11.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0', 'C11;Q4;J0']",,,,
27,1,,Random2,DISCARD,C7;Q1;J0,0.0,[ 1.  2.  4.  4.  5.  5.  5.  6.  6.  8.  8.  9. 10. 10. 10. 11.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C1;Q1;J0', 'C2;Q1;J0', 'C4;Q1;J0', 'C4;Q2;J0', 'C5;Q1;J0', 'C5;Q2;J0', 'C5;Q3;J0', 'C6;Q1;J0', 'C6;Q2;J0', 'C7;Q1;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C10;Q3;J0', 'pass']",,,,
27,1,,PPO_Gen,DISCARD,C3;Q1;J1,0.0,[ 3.  5.  6.  7.  7.  8.  8.  9.  9. 10. 11. 11. 11. 11. 12.  0.  0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[ 3. 12.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C3;Q1;J0', 'C3;Q1;J1', 'C3;Q1;J2', 'C3;Q2;J0', 'C3;Q2;J1', 'C3;Q2;J2', 'C5;Q1;J0', 'C5;Q1;J1', 'C5;Q1;J2', 'C6;Q1;J0', 'C6;Q1;J1', 'C6;Q1;J2', 'pass']",,,,
27,1,,Random0,DISCARD,pass,0.0,[ 2.  3.  4.  5.  6.  7.  7.  7.  8.  8.  8.  9.  9.  9. 10. 11. 11.],[ 3. 12.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[ 3. 12.  0.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
27,1,,Random1,DISCARD,pass,0.0,[ 4.  6.  6.  7.  8.  9.  9.  9. 10. 10. 10. 10. 10. 11. 11. 11.  0.],[ 3. 12.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[ 3. 12.  0.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
27,1,,Random2,DISCARD,pass,0.0,[ 1.  2.  4.  4.  5.  5.  5.  6.  6.  8.  8.  9. 10. 10. 10. 11.  0.],[ 3. 12.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[ 3. 12.  0.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
27,,,PPO_Gen,DECLARE_PIZZA,,,,,,,,,,
27,2,,PPO_Gen,DISCARD,C3;Q1;J1,0.0,[ 5.  6.  7.  7.  8.  8.  9.  9. 10. 11. 11. 11. 11.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[ 3. 12.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C3;Q1;J0', 'C3;Q1;J1', 'C5;Q1;J0', 'C5;Q1;J1', 'C6;Q1;J0', 'C6;Q1;J1', 'C7;Q1;J0', 'C7;Q1;J1', 'C7;Q2;J0', 'C7;Q2;J1', 'C8;Q1;J0', 'C8;Q1;J1', 'C8;Q2;J0', 'C8;Q2;J1', 'C9;Q1;J0', 'C9;Q1;J1', 'C9;Q2;J0', 'C9;Q2;J1', 'C10;Q1;J0', 'C10;Q1;J1', 'C11;Q1;J0', 'C11;Q1;J1', 'C11;Q2;J0', 'C11;Q2;J1', 'C11;Q3;J0', 'C11;Q3;J1', 'C11;Q4;J0', 'C11;Q4;J1', 'C0;Q0;J1', 'pass']",,,,
27,2,,Random0,DISCARD,pass,0.0,[ 2.  3.  4.  5.  6.  7.  7.  7.  8.  8.  8.  9.  9.  9. 10. 11. 11.],[ 3. 12.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[ 3. 12.  0.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
27,2,,Random1,DISCARD,pass,0.0,[ 4.  6.  6.  7.  8.  9.  9.  9. 10. 10. 10. 10. 10. 11. 11. 11.  0.],[ 3. 12.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[ 3. 12.  0.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
27,2,,Random2,DISCARD,pass,0.0,[ 1.  2.  4.  4.  5.  5.  5.  6.  6.  8.  8.  9. 10. 10. 10. 11.  0.],[ 3. 12.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[ 3. 12.  0.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
27,,,PPO_Gen,DECLARE_PIZZA,,,,,,,,,,
27,3,,PPO_Gen,DISCARD,pass,0.0,[ 5.  6.  7.  7.  8.  8.  9.  9. 10. 11. 11. 11. 11.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C5;Q1;J0', 'C6;Q1;J0', 'C7;Q1;J0', 'C7;Q2;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C10;Q1;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0', 'C11;Q4;J0', 'pass']",,,,
27,3,,Random0,DISCARD,C9;Q1;J0,0.0,[ 2.  3.  4.  5.  6.  7.  7.  7.  8.  8.  8.  9.  9. 10. 11. 11.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C2;Q1;J0', 'C3;Q1;J0', 'C4;Q1;J0', 'C5;Q1;J0', 'C6;Q1;J0', 'C7;Q1;J0', 'C7;Q2;J0', 'C7;Q3;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C8;Q3;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C9;Q3;J0', 'C10;Q1;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'pass']",,,,
27,3,,Random1,DISCARD,C7;Q1;J0,0.0,[ 4.  6.  6.  8.  9.  9.  9. 10. 10. 10. 10. 10. 11. 11. 11.  0.  0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C4;Q1;J0', 'C6;Q1;J0', 'C6;Q2;J0', 'C7;Q1;J0', 'C8;Q1;J0', 'pass']",,,,
27,3,,Random2,DISCARD,C5;Q2;J0,0.0,[ 1.  2.  4.  4.  5.  6.  6.  8.  8.  9. 10. 10. 10. 11.  0.  0.  0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C1;Q1;J0', 'C2;Q1;J0', 'C4;Q1;J0', 'C4;Q2;J0', 'C5;Q1;J0', 'C5;Q2;J0', 'C5;Q3;J0', 'C6;Q1;J0', 'C6;Q2;J0', 'pass']",,,,
27,3,,Random0,DISCARD,pass,0.0,[ 2.  3.  4.  5.  6.  7.  7.  7.  8.  8.  8.  9.  9. 10. 11. 11.  0.],[5. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
27,3,,Random1,DISCARD,pass,0.0,[ 4.  6.  6.  8.  9.  9.  9. 10. 10. 10. 10. 10. 11. 11. 11.  0.  0.],[5. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
27,,,Random2,DECLARE_PIZZA,,,,,,,,,,
27,4,,Random2,DISCARD,C5;Q1;J0,0.0,[ 1.  2.  4.  4.  6.  6.  8.  8.  9. 10. 10. 10. 11.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C1;Q1;J0', 'C2;Q1;J0', 'C4;Q1;J0', 'C4;Q2;J0', 'C5;Q1;J0', 'C6;Q1;J0', 'C6;Q2;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C10;Q3;J0', 'C11;Q1;J0', 'pass']",,,,
27,4,,PPO_Gen,DISCARD,pass,0.0,[ 5.  6.  7.  7.  8.  8.  9.  9. 10. 11. 11. 11. 11.  0.  0.  0.  0.],[5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
27,4,,Random0,DISCARD,C4;Q1;J0,0.0,[ 2.  3.  5.  6.  7.  7.  7.  8.  8.  8.  9.  9. 10. 11. 11.  0.  0.],[5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C2;Q1;J0', 'C3;Q1;J0', 'C4;Q1;J0', 'pass']",,,,
27,4,,Random1,DISCARD,pass,0.0,[ 4.  6.  6.  8.  9.  9.  9. 10. 10. 10. 10. 10. 11. 11. 11.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
27,4,,Random2,DISCARD,C2;Q1;J0,0.0,[ 1.  4.  4.  6.  6.  8.  8.  9. 10. 10. 10. 11.  0.  0.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C1;Q1;J0', 'C2;Q1;J0', 'pass']",,,,
27,4,,Random0,DISCARD,pass,0.0,[ 2.  3.  5.  6.  7.  7.  7.  8.  8.  8.  9.  9. 10. 11. 11.  0.  0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
27,,,Random2,DECLARE_PIZZA,,,,,,,,,,
27,5,,Random2,DISCARD,C4;Q1;J0,0.0,[ 1.  4.  6.  6.  8.  8.  9. 10. 10. 10. 11.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C1;Q1;J0', 'C4;Q1;J0', 'C4;Q2;J0', 'C6;Q1;J0', 'C6;Q2;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C10;Q3;J0', 'C11;Q1;J0', 'pass']",,,,
27,5,,PPO_Gen,DISCARD,pass,0.0,[ 5.  6.  7.  7.  8.  8.  9.  9. 10. 11. 11. 11. 11.  0.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
27,5,,Random0,DISCARD,C3;Q1;J0,0.0,[ 2.  5.  6.  7.  7.  7.  8.  8.  8.  9.  9. 10. 11. 11.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C2;Q1;J0', 'C3;Q1;J0', 'pass']",,,,
27,5,,Random1,DISCARD,pass,0.0,[ 4.  6.  6.  8.  9.  9.  9. 10. 10. 10. 10. 10. 11. 11. 11.  0.  0.],[3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
